,image,qw,qx,qy,qz,class,x,y,z
76,SMIR.Body.021Y.M.CT.57761_76.png,-0.4826318662211846,0.6980766168570216,-0.3757363589251309,-0.3722602682089465,76,0.8261879155991405,0.3099570799937231,0.47046799750855767
77,SMIR.Body.021Y.M.CT.57761_77.png,-0.1974809983927825,0.8585828346054278,0.4695147613117326,-0.0582465475808229,77,-0.047353645380202,0.07109477919954386,0.9963449024508402
78,SMIR.Body.021Y.M.CT.57761_78.png,-0.3465982364634798,-0.5345117414418863,0.1835293947020873,-0.7486546747476124,78,0.4674637584026035,0.801142405806746,0.37369570535168245
79,SMIR.Body.021Y.M.CT.57761_79.png,-0.9687878711063436,-0.1424085550035243,-0.1759508993872639,-0.1010502115973036,79,0.30149990480602734,-0.08079320628154367,0.9500369809753221
80,SMIR.Body.021Y.M.CT.57761_80.png,-0.5576781693078323,-0.4936176125542961,-0.6377470452887152,0.1965080616137028,80,0.23302428519020157,-0.8748112552292997,0.4247410390293512
81,SMIR.Body.021Y.M.CT.57761_81.png,-0.1818918092538768,-0.6740911479067893,0.7141617181394545,-0.0498952340826327,81,0.008664008588160977,-0.32695343070120797,0.9450007349774362
82,SMIR.Body.021Y.M.CT.57761_82.png,0.5664688766276262,-0.4232030053370121,-0.598703453886179,0.3762531094764748,82,9.431853819996115e-06,0.35983085239267387,0.9330175548066616
83,SMIR.Body.021Y.M.CT.57761_83.png,-0.5078736300180711,0.3317182351183754,0.1767329257802654,-0.7751082900907234,83,-0.09379443935008777,-0.3213090325346397,0.9423179446230749
84,SMIR.Body.021Y.M.CT.57761_84.png,0.1093756173228379,-0.4258969601607405,0.8303694831181632,-0.3422503106896521,84,0.06780115567718549,-0.0864704669397257,0.993944596864465
85,SMIR.Body.021Y.M.CT.57761_85.png,-0.2789088790282155,0.6573138291114755,-0.6091377623539925,-0.3451080319731852,85,0.025688549557801078,0.7930604864796842,0.6086009885025023
86,SMIR.Body.021Y.M.CT.57761_86.png,-0.5011599178870976,-0.7881876902355356,0.1410209502769883,-0.3281950536609962,86,-0.6520551764476737,0.09337323632010631,0.752399817654751
87,SMIR.Body.021Y.M.CT.57761_87.png,0.4614181982549523,0.7634404246676794,-0.3990809839664607,-0.2120998173944247,87,-0.02630929665609655,-0.03580946092306463,0.9990122638976265
88,SMIR.Body.021Y.M.CT.57761_88.png,-0.2514076333581678,0.4975765150802662,-0.5182227258267149,-0.6485807736639687,88,-0.8100296584396456,0.40583420028888145,0.42326180352594445
89,SMIR.Body.021Y.M.CT.57761_89.png,-0.1014167026245238,-0.391063185245361,0.7236725662381013,-0.5595375362286985,89,0.4851070781959817,-0.32590011499617133,0.8114556289345956
90,SMIR.Body.021Y.M.CT.57761_90.png,0.0047789149785228,0.8851671993958607,0.1594556207441888,0.4370698984126017,90,-0.6892815411663634,0.34819409553019354,0.6353359968121067
91,SMIR.Body.021Y.M.CT.57761_91.png,0.9888015792953588,-0.0963566346604807,-0.1026229702371759,-0.0495516066299629,91,-0.21181491879834344,-0.017009236297093045,0.9771617706680101
92,SMIR.Body.021Y.M.CT.57761_92.png,-0.6952905886245391,-0.1650272504079764,-0.6732003718160564,0.1901006664366236,92,0.4508904139020035,0.8913280954997226,0.04724469096223821
93,SMIR.Body.021Y.M.CT.57761_93.png,-0.2343838816842918,0.79077176857642,0.562640451200654,0.0563908565447377,93,-0.13598710950932613,0.32568192283758646,0.9356488610499726
94,SMIR.Body.021Y.M.CT.57761_94.png,-0.4503528602648068,0.1844608375236736,0.8504083088812551,-0.1999054998170295,94,0.5048209985971144,0.4736261562793747,0.7216883146230355
95,SMIR.Body.021Y.M.CT.57761_95.png,0.1041565533839417,-0.4566944647877082,-0.364783927512906,-0.8046827104192719,95,0.7778301236426254,0.22948832177189432,0.5850772674821827
96,SMIR.Body.021Y.M.CT.57761_96.png,-0.503173069834058,0.0117327676506167,-0.7180128773559639,-0.4807667957628068,96,-0.5329691093557848,-0.5044612245305434,0.6793105338633034
97,SMIR.Body.021Y.M.CT.57761_97.png,0.0499408845085285,0.501190045857975,-0.3156531976760515,0.8041626109091806,97,0.7553461528630898,-0.3619856916862093,0.5462769886874115
98,SMIR.Body.021Y.M.CT.57761_98.png,-0.4927149514863544,-0.1077289746815961,-0.8063106904135824,-0.309013778205153,98,-0.5216255323415863,-0.5078054052262668,0.6855949784182668
99,SMIR.Body.021Y.M.CT.57761_99.png,0.480195051235365,0.3610289622856517,0.401765584000247,0.6911260497716399,99,0.031684032863711555,0.1086560638626314,0.9935743464116669
100,SMIR.Body.021Y.M.CT.57761_100.png,-0.5901526260805965,-0.3166037702705357,0.3129721210942299,0.6734466437650692,100,-0.0058814830090915425,0.05672476023162306,0.9983725305387157
101,SMIR.Body.021Y.M.CT.57761_101.png,0.0873561076561904,-0.4346006981089267,0.0646784068750704,0.8940401821744348,101,-0.7779184050812956,-0.1281375109647024,0.61516155058614
102,SMIR.Body.021Y.M.CT.57761_102.png,-0.8210109099341998,-0.1881153560634325,0.260945555177052,-0.4716578376487402,102,-0.3190624343946376,0.5151222037081343,0.7955176165271532
103,SMIR.Body.021Y.M.CT.57761_103.png,-0.5805001006887298,-0.7685935333458127,0.098781417578599,0.2500516849384064,103,0.23957965760726727,0.12383378848699604,0.9629469250637558
104,SMIR.Body.021Y.M.CT.57761_104.png,0.3439142811916447,0.8977220414410148,0.2063071163514083,0.1823608435113684,104,-0.1601642287218035,0.09361169688553878,0.9826414758416011
105,SMIR.Body.021Y.M.CT.57761_105.png,0.3929648614029002,0.6273572994037269,0.0396422698701527,-0.6711407654337531,105,0.1720350427344222,0.8561324607044859,0.487279338572289
106,SMIR.Body.021Y.M.CT.57761_106.png,0.5816803264548098,-0.8055141487351507,-0.1069557376756756,0.0368160859022704,106,-0.06358496717101034,0.014038866269814074,0.9978776789685797
107,SMIR.Body.021Y.M.CT.57761_107.png,0.387912821869095,-0.8182285359351811,-0.4029841178499318,-0.1327761513662676,107,-0.3998933049507391,0.34771958163733013,0.8480427095385794
108,SMIR.Body.021Y.M.CT.57761_108.png,0.2465893460402612,0.773921562434835,0.1798807267147288,-0.5548711866500557,108,0.9474610344760604,-0.01416350289214173,0.319557480487279
109,SMIR.Body.021Y.M.CT.57761_109.png,0.005441522290648,0.844695963593266,0.0520727342859292,0.5326795934409269,109,-0.8784151126687533,0.19286145105601943,0.4372543316328703
110,SMIR.Body.021Y.M.CT.57761_110.png,-0.6504559916781201,-0.2217306457976284,0.6643805439828214,-0.2938384188313198,110,0.5320670659269116,0.8403254596891606,0.1037196179810188
111,SMIR.Body.021Y.M.CT.57761_111.png,-0.1072111690335941,0.8157511887086522,-0.5135646413741317,0.2435305370690308,111,-0.10610735931296855,-0.26688123988518647,0.957870362886844
112,SMIR.Body.021Y.M.CT.57761_112.png,-0.1194724943410163,-0.8470264619394292,0.3179861866017112,-0.4088487263044977,112,-0.5568025760756258,-0.5298164347179442,0.6397385690876495
113,SMIR.Body.021Y.M.CT.57761_113.png,0.479767835658202,0.7961247144274701,0.3637147555990105,0.0609904870055622,113,0.18947757641149207,-0.1659650840085129,0.9677571177352685
114,SMIR.Body.021Y.M.CT.57761_114.png,-0.2756218821212213,-0.0587021015721809,-0.2361234626890304,0.9299636292536968,114,-0.20735592138969816,0.11953535600413503,0.9709350238453622
115,SMIR.Body.021Y.M.CT.57761_115.png,-0.6506832292099884,-0.3440239981838406,0.2583515846189341,-0.6257102225658072,115,-0.09970590535366357,0.7602181996230444,0.6419711998209137
116,SMIR.Body.021Y.M.CT.57761_116.png,0.214498748023082,-0.0447069942471678,-0.6212459769513067,-0.7523596266970539,116,0.32009302862783207,-0.09461769272787038,0.942649428603612
117,SMIR.Body.021Y.M.CT.57761_117.png,0.0290254865975134,-0.2641448389259173,-0.2491515644351198,-0.93129400467098,117,0.5044034214862941,0.045556287086907975,0.8622655119507999
118,SMIR.Body.021Y.M.CT.57761_118.png,-0.8063920936432516,-0.3132165424181679,0.2490175828311661,0.4354508379899903,118,-0.06453392776387203,-0.1115022390418734,0.991666588554851
119,SMIR.Body.021Y.M.CT.57761_119.png,-0.2962140076139148,0.4428133359199049,0.3404919123898877,0.7747508430597968,119,0.8342668138124206,-0.30379081969738836,0.46011957276219057
120,SMIR.Body.021Y.M.CT.57761_120.png,0.5291239487154171,0.3964969556365811,-0.317393846799497,-0.6797640451513635,120,-0.026068832163537073,0.20148796346676934,0.9791440223826335
121,SMIR.Body.021Y.M.CT.57761_121.png,-0.1354370376374027,0.0439925472599649,0.3397958093135706,0.9296559969120404,121,0.16936611285842115,-0.03917501608131719,0.9847743081184932
122,SMIR.Body.021Y.M.CT.57761_122.png,0.966852484521284,-0.2003966155509482,-0.0509048236120859,-0.1498204544905936,122,-0.15247293281642976,-0.043226476745821245,0.9873618771587748
123,SMIR.Body.021Y.M.CT.57761_123.png,0.3698688773671188,0.3135239168816741,-0.0239702454834502,0.8742569384510617,123,0.3636731037866998,0.4336145734212267,0.8244514996643987
124,SMIR.Body.021Y.M.CT.57761_124.png,-0.5168859199201632,-0.6619491877416774,-0.0413912071714001,-0.5412383824206433,124,-0.3744594422685429,0.5601130853591684,0.7389543001467443
125,SMIR.Body.021Y.M.CT.57761_125.png,-0.0858824773372652,0.9599246526846186,-0.0557342722707126,0.2608880069094449,125,-0.483772207000926,-0.08563140200227727,0.8709946697452159
126,SMIR.Body.021Y.M.CT.57761_126.png,-0.7653688716336122,-0.4574958464762717,-0.3135324265313495,-0.3265049131400856,126,0.10873310982357902,-0.14493345997390758,0.9834487292218569
127,SMIR.Body.021Y.M.CT.57761_127.png,0.3427669573403062,-0.3105637452489846,0.7429858714535422,0.4837695400839255,127,-0.7897399689844421,0.1792390055371842,0.5866721062761495
128,SMIR.Body.021Y.M.CT.57761_128.png,-0.2016777094904538,-0.1364797446913614,0.2496462029734045,-0.9372172395579512,128,0.33633618713896324,0.11825143326563468,0.9342882680155239
129,SMIR.Body.021Y.M.CT.57761_129.png,0.6448134767113807,0.3068423222272738,0.6909126670224245,0.1127078350848603,129,0.028669267152352785,-0.821352332703962,0.5697002884699173
130,SMIR.Body.021Y.M.CT.57761_130.png,-0.7790457780165105,-0.1899287734061001,-0.2792998540357271,-0.52821049622544,130,0.06899295855383783,-0.22415238785627256,0.972108882115743
131,SMIR.Body.021Y.M.CT.57761_131.png,-0.7804310838749986,0.2126162660901702,0.4899985033911758,0.3249970975100804,131,-0.6485869392848406,-0.6283145201399715,0.42959963450915534
132,SMIR.Body.021Y.M.CT.57761_132.png,0.0698337098541679,-0.1915127641214824,0.1727540064468508,-0.9636400611240252,132,0.3369873796420341,-0.07378513698112034,0.9386134771686762
133,SMIR.Body.021Y.M.CT.57761_133.png,0.0362996275823486,0.6855537253696846,-0.302489738214849,-0.6612097889050358,133,-0.10889007709217736,0.877901853046253,0.46629527933361575
134,SMIR.Body.021Y.M.CT.57761_134.png,-0.5572071074144556,-0.7999718781568896,-0.1060214334802992,-0.1957669258269547,134,-0.17916922337052577,0.07712627306107815,0.9807904604962829
135,SMIR.Body.021Y.M.CT.57761_135.png,-0.6757594785823335,0.1193648116468959,0.7183242587443438,-0.1145051446268809,135,0.16570546929793697,0.9288276994111139,0.3313922181515553
136,SMIR.Body.021Y.M.CT.57761_136.png,-0.6932622442813086,-0.6008077157597713,-0.3667934516696207,0.1545319162822186,136,0.6589868462909214,-0.2184668923749972,0.7197281107137312
137,SMIR.Body.021Y.M.CT.57761_137.png,-0.3011194159029302,0.5629592004693227,0.3899196801843314,0.6636012951902428,137,0.9604326616785991,0.2046093392478314,0.188955340420766
138,SMIR.Body.021Y.M.CT.57761_138.png,-0.2148624230756979,0.7567449907599881,0.5472153807363861,-0.2858784447894548,138,0.04788607969387527,-0.19162961672373147,0.9802984307678287
139,SMIR.Body.021Y.M.CT.57761_139.png,0.0021263456695042,-0.2472216896112975,-0.4766410111063145,-0.8436173666843158,139,0.4052225246076805,0.10714371411855673,0.9079179093263107
140,SMIR.Body.021Y.M.CT.57761_140.png,-0.0080594092530608,0.3634798901387224,-0.9260326901753227,0.1013946355281615,140,0.04331792694070765,-0.03973700959788879,0.998270768516126
141,SMIR.Body.021Y.M.CT.57761_141.png,0.2257335062339847,-0.8372608022933894,0.4317350746676273,0.2482812083265259,141,0.38860112390566653,0.47106539720427515,0.7918879706473835
142,SMIR.Body.021Y.M.CT.57761_142.png,0.9327799428757868,0.0152710944815297,-0.3495339401594153,0.0866856188684972,142,-0.6415192666772512,0.13083055113468964,0.7558679761517055
143,SMIR.Body.021Y.M.CT.57761_143.png,0.8616374345959463,0.041522874483721,-0.2655533684776436,0.4305092225350141,143,-0.2769632835695461,0.40829971642994006,0.8698176137085324
144,SMIR.Body.021Y.M.CT.57761_144.png,-0.5046299550153681,-0.3635329816458752,0.7778801967109378,-0.0899709915572797,144,0.36606055647691554,-0.7676892341467265,0.525978049700768
145,SMIR.Body.021Y.M.CT.57761_145.png,-0.1108254243773985,-0.3277954672002252,0.532150251393837,-0.7727120854082921,145,0.6081723409293842,-0.1420206377942901,0.7809971460696741
146,SMIR.Body.021Y.M.CT.57761_146.png,-0.5670854781115804,-0.6679043509575087,0.4333214991333985,-0.2110694598367407,146,-0.65318014929618,-0.41414646910762903,0.6339072445485252
147,SMIR.Body.021Y.M.CT.57761_147.png,-0.0938115091022431,-0.012084332025553,0.6257047035806487,0.7743041996505692,147,0.09739232840808232,-0.01590631985997263,0.9951189493501591
148,SMIR.Body.021Y.M.CT.57761_148.png,-0.7218545977027744,-0.1461912795778526,0.4959209552645802,0.4600178862611997,148,-0.06067272734596256,-0.5782903345488948,0.8135718217365506
