image;irma_code
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2233.png;1121-120-451-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2234.png;1121-230-451-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2235.png;1121-120-437-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2236.png;1121-240-437-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2239.png;1121-120-452-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2240.png;1121-120-451-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2241.png;1121-240-438-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2242.png;1121-240-438-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2243.png;1121-240-437-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2244.png;1121-240-437-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2247.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2248.png;1121-120-453-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2251.png;1121-120-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2253.png;1121-120-441-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2254.png;1121-240-441-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2255.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2256.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2257.png;1121-120-413-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2258.png;1121-240-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2259.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2262.png;1121-120-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2263.png;1121-230-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2267.png;1121-4a0-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2270.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2271.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2272.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2273.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2274.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2275.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2276.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2277.png;1121-240-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2280.png;1121-120-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2281.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2282.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2283.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2284.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2285.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2286.png;1121-120-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2287.png;1121-230-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2288.png;1121-230-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2289.png;1121-120-462-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2290.png;1121-210-453-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2291.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2292.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2293.png;1121-120-422-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2296.png;1121-120-413-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2297.png;1121-490-413-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2298.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2299.png;1121-240-433-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2300.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2301.png;1121-240-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2302.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2303.png;1121-240-433-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2304.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2305.png;1121-240-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2306.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2307.png;1121-240-433-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2308.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2309.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2310.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2311.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2312.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2313.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2314.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2315.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2316.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2317.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2318.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2319.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2320.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2321.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2322.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2323.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2325.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2326.png;1121-110-415-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2327.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2328.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2330.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2331.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2332.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2333.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2334.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2335.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2336.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2337.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2338.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2339.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2340.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2341.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2342.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2343.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2344.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2345.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2346.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2347.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2349.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2350.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2351.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2354.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2356.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2357.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2358.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2359.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2360.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2361.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2362.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2363.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2364.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2365.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2366.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2367.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2368.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2370.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2371.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2372.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2373.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2374.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2375.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2376.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2377.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2378.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2379.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2382.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2383.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2384.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2386.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2387.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2388.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2389.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2390.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2391.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2392.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2393.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2394.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2396.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2397.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2398.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2399.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2400.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2401.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2402.png;1121-110-415-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2405.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2406.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2407.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2408.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2409.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2413.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2415.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2416.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2417.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2418.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2419.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2420.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2421.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2422.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2423.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2424.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2425.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2426.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2427.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2428.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2429.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2430.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2431.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2432.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2433.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2434.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2436.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2437.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2438.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2439.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2440.png;1121-120-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2442.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2443.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2444.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2446.png;1121-230-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2447.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2448.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2449.png;1121-230-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2450.png;1121-230-463-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2451.png;1121-120-454-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2452.png;1121-120-454-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2454.png;1121-12f-467-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2455.png;1121-110-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2456.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2457.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2458.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2459.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2464.png;1121-4a0-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2465.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2466.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2468.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2469.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2471.png;1121-120-452-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2473.png;1121-120-442-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2475.png;1121-240-442-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2476.png;1121-200-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2477.png;1121-110-411-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2478.png;1121-120-421-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2481.png;1121-4a0-414-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2483.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2485.png;1121-120-811-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2486.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2487.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2488.png;1121-120-820-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2492.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2493.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2495.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2496.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2519.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2520.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2521.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2522.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2524.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2525.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2526.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2527.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2528.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2529.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2530.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2531.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2532.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2533.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2534.png;1121-120-811-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2535.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2536.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2537.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2538.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2539.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2540.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2541.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2542.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2543.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2544.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2545.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2546.png;1121-120-800-700
/scratch/hnkmah001/Datasets/ImageCLEF09/train/2547.png;1121-120-800-700
